record_index,reporting_country,partner_country,year,issue_type,field,value,note
207,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,3094362340.0 vs 3560955587.0,"Gap of 15.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
208,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,235814863.0 vs 3234764787.0,"Gap of 1271.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
210,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,235814863.0 vs 1013340579.0,"Gap of 329.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
211,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,235814863.0 vs 2090050802.0,"Gap of 786.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
212,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,235814863.0 vs 3560955587.0,"Gap of 1410.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
213,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,988963090.0 vs 3234764787.0,"Gap of 227.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
214,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,988963090.0 vs 238876440.0,"Gap of 75.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
216,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,988963090.0 vs 2090050802.0,"Gap of 111.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
217,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,988963090.0 vs 3560955587.0,"Gap of 260.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
218,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,1980879958.0 vs 3234764787.0,"Gap of 63.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
219,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,1980879958.0 vs 238876440.0,"Gap of 87.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
220,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,1980879958.0 vs 1013340579.0,"Gap of 48.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
222,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,1980879958.0 vs 3560955587.0,"Gap of 79.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
224,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,3525336375.0 vs 238876440.0,"Gap of 93.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
225,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,3525336375.0 vs 1013340579.0,"Gap of 71.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
226,Germany,Japan,2020,large_mirror_statistics_gap,trade_value_usd,3525336375.0 vs 2090050802.0,"Gap of 40.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
229,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,2340267985.0 vs 4290667772.0,"Gap of 83.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
230,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,2340267985.0 vs 1071983170.0,"Gap of 54.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
231,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,2340267985.0 vs 1381449454.0,"Gap of 41.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
232,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,4174936916.0 vs 2365130423.0,"Gap of 43.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
234,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,4174936916.0 vs 1071983170.0,"Gap of 74.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
235,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,4174936916.0 vs 1381449454.0,"Gap of 66.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
236,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,985697762.0 vs 2365130423.0,"Gap of 139.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
237,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,985697762.0 vs 4290667772.0,"Gap of 335.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
239,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,985697762.0 vs 1381449454.0,"Gap of 40.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
240,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,1307919855.0 vs 2365130423.0,"Gap of 80.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
241,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,1307919855.0 vs 4290667772.0,"Gap of 228.1% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
242,Germany,Japan,2021,large_mirror_statistics_gap,trade_value_usd,1307919855.0 vs 1071983170.0,"Gap of 18.0% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
245,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,1266859900.0 vs 4436702759.0,"Gap of 250.2% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
246,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,1266859900.0 vs 1805147184.0,"Gap of 42.5% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
247,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,1266859900.0 vs 3969669468.0,"Gap of 213.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
248,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,4344177181.0 vs 1309938299.0,"Gap of 69.8% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
250,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,4344177181.0 vs 1805147184.0,"Gap of 58.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
252,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,1830279892.0 vs 1309938299.0,"Gap of 28.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
253,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,1830279892.0 vs 4436702759.0,"Gap of 142.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
255,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,1830279892.0 vs 3969669468.0,"Gap of 116.9% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
256,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,3780487124.0 vs 1309938299.0,"Gap of 65.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
257,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,3780487124.0 vs 4436702759.0,"Gap of 17.4% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
258,Germany,Japan,2022,large_mirror_statistics_gap,trade_value_usd,3780487124.0 vs 1805147184.0,"Gap of 52.3% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
261,Germany,Japan,2023,large_mirror_statistics_gap,trade_value_usd,3913777802.0 vs 326598618.0,"Gap of 91.7% between export and import reporting. Possible causes: re-exports, CIF/FOB valuation differences, timing differences, or data error. Investigate before citing."
